title,reference_number,solicitation_number,contract_number,publishing_status,award_date,publication_date,gsin,contract_award_procedure,tendering_procedure,customer_info,supplier_info,currency,contract_value
SPARES FOR VICTORIA CLASS SUBMARINE (W8482-156496/03-GRK10),PW-15-00708359,GRK(W8482-156496/000/A),W8482-156496/03-GRK10,Active,2015-10-20,2015-11-12,"N1045 - Launchers, Torpedo and Depth Charges, Unless Installed in a Vehicle, Aircraft, Ship, N2090 - Ship and Marine Miscellaneous Equipment, N5306 - Bolts, N5330 - Packing and Gasket Material, N5331 - O-Ring",,Open,"Pekrul, Sonja +49 261-98252-25 Public Works and Government Services Canada Mayener Strasse 87 D-56070 Koblenz, Germany sonja.pekrul@tpsgc-pwgsc.gc.ca","Babcock International Group Marine and Technology Division Ashton House, Ashton Vale Road Bristol, South West England, BS3 2HQ United Kingdom",,
SPARES FOR VICTORIA CLASS SUBMARINE (W8482-156496/02-GRK10),PW-15-00708358,GRK(W8482-156496/000/A),W8482-156496/02-GRK10,Active,2015-01-30,2015-11-12,"N1045 - Launchers, Torpedo and Depth Charges, Unless Installed in a Vehicle, Aircraft, Ship, N2090 - Ship and Marine Miscellaneous Equipment, N5306 - Bolts, N5330 - Packing and Gasket Material, N5331 - O-Ring",,Open,"Pekrul, Sonja +49 261-98252-25 Public Works and Government Services Canada Mayener Strasse 87 D-56070 Koblenz, Germany sonja.pekrul@tpsgc-pwgsc.gc.ca","Leafield Logistics and Technical Services Ltd. Leafield Mine Monks Lane Corsham, Wiltshire SN13 9PH United Kingdom",,
SPARES FOR VICTORIA CLASS SUBMARINE (W8482-156496/01-GRK10),PW-14-00654059,GRK(W8482-156496/000/A),W8482-156496/01-GRK10,Active,2015-01-30,2015-11-12,"N1045 - Launchers, Torpedo and Depth Charges, Unless Installed in a Vehicle, Aircraft, Ship, N2090 - Ship and Marine Miscellaneous Equipment, N5306 - Bolts, N5330 - Packing and Gasket Material, N5331 - O-Ring",,Open,"Pekrul, Sonja +49 261-98252-25 Public Works and Government Services Canada Mayener Strasse 87 D-56070 Koblenz, Germany sonja.pekrul@tpsgc-pwgsc.gc.ca","Central Management Catalogue Agency Ltd. Suites 1 and 2 Brindley Court, Gresley Road, Warndon Worcester, WR4 9FD United Kingdom",,
SPARES FOR VICTORIA CLASS SUBMARINE (W8482-167978/01-GRK10),PW-15-00699985,GRK(W8482-167978/000/A),W8482-167978/01-GRK10,Active,2015-11-06,2015-11-12,"N4810 - Valves, Powered",,Open,"Pekrul, Sonja +49 261-98252-25 Public Works and Government Services Canada Mayener Strasse 87 D-56070 Koblenz, Germany sonja.pekrul@tpsgc-pwgsc.gc.ca","Aircraft Appliances and Equipment Ltd. 150 East Drive Brampton, Ontario L6T 1C1 Canada",,
Statistics Canada - Solutions-Based Informatics Professional Services (SBIPS) Requirement - Systems Integration (000007448),PW-15-00699125,1920-0017538,000007448,Active,2015-10-30,2015-11-16,D302A - Informatics Professional Services,,Selective,"Carr, Marie-Lyne 613-951-9798 150 Tunney's Pasture Driveway Ottawa  ON K1A 0T6 CA","The Bell Telephone Company of Canada 160 Elgin Street Ottawa, ON",,
SPARES FOR VICTORIA CLASS SUBMARINE (W8482-168059/01-GRK10),PW-15-00700746,GRK(W8482-168059/000/A),W8482-168059/01-GRK10,Active,2015-11-16,2015-11-17,"N4320 - Power and Hand Pumps, N4330 - Centrifugals, Separators, and Pressure and Vacuum Filters, N4610 - Water Purification Equipment, N6695 - Combination and Miscellaneous Instruments",,Open,"Pekrul, Sonja +49 261-98252-25 Public Works and Government Services Canada Mayener Strasse 87 D-56070 Koblenz, Germany sonja.pekrul@tpsgc-pwgsc.gc.ca","Unisource Technology Incorporated 9010 Ryan Avenue Montreal, Quebec H9P 2M8 Canada",,
LEOPARD 2 - SPARE PARTS (W8486-152593/04-GRK10),PW-15-00710150,GRK(W8486-152593/000/A),W8486-152593/04-GRK10,Active,2015-11-18,2015-11-26,"N1440 - Launchers, Guided Missile, N2520 - Vehicular Power Transmission Components, N2530 - Vehicular Brake, Steering, Axle, Wheel and Track Components, N2540 - Vehicular Furniture and Accessories, N3040 - Power Transmission Equipment, Miscellaneous, N4730 - Hose, Pipe, Tube, Lubrication, and Railing Fittings, N5305 - Screws, N5307 - Studs, N5310 - Nuts and Washers, N5315 - Nails, Keys and Pins, N5330 - Packing and Gasket Material, N5331 - O-Ring, N5340 - Hardware, Commercial, N5342 - Hardware, Weapon System Refer to Parent Weapon System. Anodes used on Navy Ships belong to HN Division, N5360 - Coil, Flat and Wire Springs, N5365 - Bushings, Rings, Shims and Spacers, N5930 - Switches, N5975 - Electrical Hardware and Supplies, N6220 - Electric Vehicular Lights and Fixtures, N6240 - Electric Lamps, N6350 - Alarm, Signal, and Security Detection Systems , Miscellaneous, N6685 - Pressure, Temperature and Humidity Measuring and Controlling Instruments",,Open,"Pekrul, Sonja +49 261-98252-25 Public Works and Government Services Canada Mayener Strasse 87 D-56070 Koblenz, Germany sonja.pekrul@tpsgc-pwgsc.gc.ca",ToKa Innovationen GmbH Schliekumer Straße 25 31157 Sarstedt Germany,,
LEOPARD 2 - SPARE PARTS (W8486-152593/03-GRK10),PW-15-00710149,GRK(W8486-152593/000/A),W8486-152593/03-GRK10,Active,2015-11-18,2015-11-26,"N1440 - Launchers, Guided Missile, N2520 - Vehicular Power Transmission Components, N2530 - Vehicular Brake, Steering, Axle, Wheel and Track Components, N2540 - Vehicular Furniture and Accessories, N3040 - Power Transmission Equipment, Miscellaneous, N4730 - Hose, Pipe, Tube, Lubrication, and Railing Fittings, N5305 - Screws, N5307 - Studs, N5310 - Nuts and Washers, N5315 - Nails, Keys and Pins, N5330 - Packing and Gasket Material, N5331 - O-Ring, N5340 - Hardware, Commercial, N5342 - Hardware, Weapon System Refer to Parent Weapon System. Anodes used on Navy Ships belong to HN Division, N5360 - Coil, Flat and Wire Springs, N5365 - Bushings, Rings, Shims and Spacers, N5930 - Switches, N5975 - Electrical Hardware and Supplies, N6220 - Electric Vehicular Lights and Fixtures, N6240 - Electric Lamps, N6350 - Alarm, Signal, and Security Detection Systems , Miscellaneous, N6685 - Pressure, Temperature and Humidity Measuring and Controlling Instruments",,Open,"Pekrul, Sonja +49 261-98252-25 Public Works and Government Services Canada Mayener Strasse 87 D-56070 Koblenz, Germany sonja.pekrul@tpsgc-pwgsc.gc.ca",JOWA Fahrzeugteile Vertriebs GmbH Altenburger Weg 5 34305 Niedenstein Germany,,
LEOPARD 2 - SPARE PARTS (W8486-152593/02-GRK10),PW-15-00710148,GRK(W8486-152593/000/A),W8486-152593/02-GRK10,Active,2015-11-18,2015-11-26,"N1440 - Launchers, Guided Missile, N2520 - Vehicular Power Transmission Components, N2530 - Vehicular Brake, Steering, Axle, Wheel and Track Components, N2540 - Vehicular Furniture and Accessories, N3040 - Power Transmission Equipment, Miscellaneous, N4730 - Hose, Pipe, Tube, Lubrication, and Railing Fittings, N5305 - Screws, N5307 - Studs, N5310 - Nuts and Washers, N5315 - Nails, Keys and Pins, N5330 - Packing and Gasket Material, N5331 - O-Ring, N5340 - Hardware, Commercial, N5342 - Hardware, Weapon System Refer to Parent Weapon System. Anodes used on Navy Ships belong to HN Division, N5360 - Coil, Flat and Wire Springs, N5365 - Bushings, Rings, Shims and Spacers, N5930 - Switches, N5975 - Electrical Hardware and Supplies, N6220 - Electric Vehicular Lights and Fixtures, N6240 - Electric Lamps, N6350 - Alarm, Signal, and Security Detection Systems , Miscellaneous, N6685 - Pressure, Temperature and Humidity Measuring and Controlling Instruments",,Open,"Pekrul, Sonja +49 261-98252-25 Public Works and Government Services Canada Mayener Strasse 87 D-56070 Koblenz, Germany sonja.pekrul@tpsgc-pwgsc.gc.ca",G. Langkopf Maschinenbau Postfach 25 01 64 40093 Düsseldorf Germany,,
LEOPARD 2 - SPARE PARTS (W8486-152593/01-GRK10),PW-15-00691865,GRK(W8486-152593/000/A),W8486-152593/01-GRK10,Active,2015-11-18,2015-11-26,"N1440 - Launchers, Guided Missile, N2520 - Vehicular Power Transmission Components, N2530 - Vehicular Brake, Steering, Axle, Wheel and Track Components, N2540 - Vehicular Furniture and Accessories, N3040 - Power Transmission Equipment, Miscellaneous, N4730 - Hose, Pipe, Tube, Lubrication, and Railing Fittings, N5305 - Screws, N5307 - Studs, N5310 - Nuts and Washers, N5315 - Nails, Keys and Pins, N5330 - Packing and Gasket Material, N5331 - O-Ring, N5340 - Hardware, Commercial, N5342 - Hardware, Weapon System Refer to Parent Weapon System. Anodes used on Navy Ships belong to HN Division, N5360 - Coil, Flat and Wire Springs, N5365 - Bushings, Rings, Shims and Spacers, N5930 - Switches, N5975 - Electrical Hardware and Supplies, N6220 - Electric Vehicular Lights and Fixtures, N6240 - Electric Lamps, N6350 - Alarm, Signal, and Security Detection Systems , Miscellaneous, N6685 - Pressure, Temperature and Humidity Measuring and Controlling Instruments",,Open,"Pekrul, Sonja +49 261-98252-25 Public Works and Government Services Canada Mayener Strasse 87 D-56070 Koblenz, Germany sonja.pekrul@tpsgc-pwgsc.gc.ca",August Schröder Maschinenbau GmbH Mermbacher Str. 9-11 42477 Radevormwald Germany,,
LEOPARD 2  - SPARE PARTS (W8486-163117/01-GRK10),PW-15-00707362,GRK(W8486-163117/000/A),W8486-163117/01-GRK10,Active,2015-11-25,2015-11-26,"N4820 - Valves, Nonpowered",,Open,"Pekrul, Sonja +49 261-98252-25 Public Works and Government Services Canada Mayener Strasse 87 D-56070 Koblenz, Germany sonja.pekrul@tpsgc-pwgsc.gc.ca",Bosch Rexroth AG Zum Eisengießer 1 97816 Lohr am Main Germany,,
Statistics Canada – TASK BASED INFORMATICS PROFESSIONAL SERVICES (TBIPS) (000007317),PW-15-00697546,1920-0017127,000007317,Active,2015-10-06,2015-11-30,D302A - Informatics Professional Services,,Selective,"Germano, Francesco 613-882-1902 150 Tunney's Pasture Driveway Ottawa  ON K1A 0T6 CA","Conoscenti Technologies Inc 1595 Zachary St. Ottawa, ON K1C 6C7",,
National Mobile Trailer Supplier for the Canadian Health Measures Survey (CHMS) (000007591),PW-15-00702247,1920-0016598,000007591,Active,2015-11-27,2015-11-30,WR2330 - TRAILERS - RENTAL,,Open,"Germano, Francesco 613-882-1902 150 Tunney's Pasture Driveway Ottawa  ON K1A 0T6 CA","Alpha Equipment Rentals Inc. 12531-60 Street NW Edmonton, AB T5W 5J5",,
Verbatim court reporting services (3000591023),PW-15-00703504,NRCan-5000018247,3000591023,Active,2015-12-21,2015-12-22,R116A - Court Reporting Services,,Open,"Tshimanga, Serge 343 292-8374 580 Booth Street Ottawa  ON K1A 0E4 CA","StenoTran Services Inc. 136-2446 Bank Street (Suite 711) Ottawa, Ontario, K1V 1A8",,
Development of algorithms to improve tools in support of the Emergency Geomatics Service (EGS) (3000590590),PW-15-00702411,RNCan-5000017495,3000590590,Active,2015-12-21,2015-12-22,"D302AAS - Professional Special Services, EDP, Not Elsewhere Specified",,Open,"Tshimanga, Serge 343-292-8374 580 Booth Street Ottawa  ON K1A 0E4 CA","C-CORE  Morrissey Road  St. John’s, NL, A1B 3X5",,
"Forest management work at Valcartier, Farnham and St-Bruno, Quebec (3000590377)",PW-15-00698204,NRCan-500017327,3000590377,Active,2015-12-21,2015-12-22,"F010B - Forestry Services, Not Elsewhere Specified",,Open,"Tshimanga, Serge 343 292-8374 580 Booth Street Ottawa  ON K1A 0E4 CA","Prentiss & Carlisle Ltée 202/917 Mgr Grandin Québec, QC, G1V 3X8",,
Natural gas line installation - ACAN (3000586629),PW-15-00683643,126048,3000586629,Active,2015-12-21,2015-12-22,"5139A - Construction Services, Not Elsewhere Specified",,Limited,"Tshimanga, Serge 613-995-0470 580 Booth Street Ottawa  ON K1A 0E4 CA","Enbridge Gas Distribution Inc. 400 Coventry Road, Ottawa,  Ontario, Canada",,
Project Monitor (Senior) (3000587653),PW-15-00692220,NRCan-5000016378,3000587653,Active,2015-12-21,2015-12-22,"D302AAS - Professional Special Services, EDP, Not Elsewhere Specified",,Limited,"Tshimanga, Serge 343-292-8374 580 Booth Street Ottawa  ON K1A 0E4 CA","Altis Professional 102 Bank Street (4th Floor) Ottawa, Ontario K1P 5N4",,
Executive Search Services (6018042),PW-15-00703291,20150815,6018042,Active,2015-12-21,2015-12-22,R201H - Executive Search Services,,Open,"Legault, Isabelle 613-990-6807 255 Albert St. Ottawa  ON K1A 0H2 CA",Odgers Berndtson Canada Inc.,,
Standing Offer - First Aid Training (Vocational Training) (50139-15-2148287),PW-15-00688055,21C50-50139-15-2148287,50139-15-2148287,Active,2015-12-22,2015-12-23,U006C - Technical / Vocational Training,,Limited,"Chabot, Claudette 306-659-9255 3427 Faithfull Avenue Saskatoon SK S7K 8H6 CANADA",1)	For the Province of Alberta: First ranked offeror – St. John Council for Alberta 2nd ranked offeror – Rescue 7 Inc.  2)	For the Province of Saskatchewan: First ranked offeror – St.John Council for Saskatchewan Inc. No 2nd SO will be awarded for this province  3)	For the Province of Manitoba: Fist ranked offeror – Rescue 7 Inc. No 2nd SO will be awarded for this province,,
Printing and Reprography Services for the Department of Justice Canada Ontario Regional Office (ORO) (4600000402),PW-15-00701372,JUS-RFSO-PRINT-2015-001,4600000402,Active,2015-12-22,2015-12-24,T015AA - Photocopying Services,,Open,"Pordonick, Kayla 613-948-2525 284 Wellington Street Ottawa  ON K1A 0H8 CA","RICOH CANADA INC. 5520 EXPLORER DRIVE MISSISSAUGA, ON L4W 5L1",,
SPARES FOR VICTORIA CLASS SUBMARINE (W8482-167989/01-GRK6),PW-15-00693595,GRK(W8482-167989/000/A),W8482-167989/01-GRK6,Active,2015-11-30,2016-01-07,N6110 - Electrical Control Equipment,,Open,"Freund, Hannelore +49 261-982-5216 Public Works and Government Services Canada Mayener Strasse 87 D-56070 Koblenz, Germany CDOS.Koblenz@tpsgc-pwgsc.gc.ca","Simex Defence Inc. 216 Brunswick Blvd Pointe Claire, Quebec H9R 1A6 Canada",,
Motor Vehicle for the Department of National Defence in Europe (W3132-15TN36/01-GRK6),PW-15-00688656,GRK(W3132-15TN36/000/A),W3132-15TN36/01-GRK6,Active,2015-09-24,2016-01-07,N2310 - Passenger Motor Vehicles,,Open,"Freund, Hannelore +49 261-98252-16 Public Works and Government Services Canada Mayener Strasse 87 D-56070 Koblenz, Germany hannelore.freund@tpsgc-pwgsc.gc.ca",Daimler AG Mercedes-Benz Vertrie Deutschland Englische Strasse 30 10587 Berlin Germany,,
Motor Vehicle for the Department of National Defence in Europe (W3132-15TN35/01-GRK6),PW-15-00688658,GRK(W3132-15TN35/000/A),W3132-15TN35/01-GRK6,Active,2015-09-24,2016-01-07,N2310 - Passenger Motor Vehicles,,Open,"Freund, Hannelore +49 261-98252-16 Public Works and Government Services Canada Mayener Strasse 87 D-56070 Koblenz, Germany hannelore.freund@tpsgc-pwgsc.gc.ca",Autohaus Haese Boelcke Str. 38 55252 Mainz-Kastell Germany,,
SPARES FOR VICTORIA CLASS SUBMARINE (W8482-168048/01-GRK6),PW-15-00698904,GRK(W8482-168048/000/A),W8482-168048/01-GRK6,Active,2015-12-04,2016-01-07,"N4820 - Valves, Nonpowered",,Open,"Freund, Hannelore +49 261-982-5216 Public Works and Government Services Canada Mayener Strasse 87 D-56070 Koblenz, Germany CDOS.Koblenz@tpsgc-pwgsc.gc.ca","Babcock International Group Marine and Technology Division Ashton House, Ashton Vale Road Bristol, South West England, BS3 2HQ United Kingdom",,
"Leadership Assessment Services for the Public Service Commission of Canada (PSC), for the National Capital Region (NCR). (D1120-14-8000)",PW-14-00665018,D1120-14-8000,D1120-14-8000,Active,2016-01-12,2016-01-13,"R019AB - Professional Services / Program Advisory Services, R019F - Consulting Services",,Open,"Fortier-Renaud, Angèle 819-420-8381 22 Eddy Street Gatineau  QC K1A 0M7 CA angele.fortier-renaud@cfp-psc.gc.ca","D1120-14-8000/01 Trebor Management 12 Carlyle Ave. Ottawa, Ontario   K1S 4Y3  D1120-14-8000/02 Lise Ouimet 400, avenue Wood Ottawa (Ontario)   K1M 1J4  D1120-14-8000/03 Josephine J. Whiting 1558 Valmarie Avenue Ottawa, Ontario   K2C 1V8  D1120-14-8000/04 Cherrett & Associates 59 Hutchsion Avenue Ottawa, Ontario   K1Y 4A4  D1120-14-8000/05 3279278 Canada Inc. (Consultation M.A. Cuerrier) 33 D’Auvergne Gatineau, Québec   J8T 1H2  D1120-14-8000/06 Colette Nault 1804-3590 Rivergate Way Ottawa, Ontario   K1V 1V6  D1120-14-8000/07 Andrée Verville 1493 Caton Street Ottawa, Ontario   K1H 6J3  D1120-15-8000/08 6497675 Canada Inc. (Adrien Venne) 3107 Principale Wendover, Ontario   K0A 3K0  D1120-14-8000/09 Michel Gobeil 8 Miron Gatineau (Québec)   J8T 3S3  D1120-14-8000/10 Denis M. Côté 301-295 rue MacKay Ottawa (Ontario)   K1M 2B7  D1120-14-8000/11 Suzanne Charbonneau 1804-3590 Rivergate Way Ottawa, Ontario   K1V 1V6  D1120-14-8000/12 David J. Dobson 304-134 Edwards Street Rockland, Ontario   K4K 1T5",,
EXECUTIVE COUNSELLING SERVICES (D1120-14-8001/B),PW-15-00670510,D1120-14-8001/B,D1120-14-8001/B,Active,2016-01-12,2016-01-13,"R019F - Consulting Services, R019R - Professional Services / Financial Analysis, R019U - Professional Services / Program Research Analysis",,Open,"Fortier-Renaud, Angèle 819-420-8381 22 Eddy Street Gatineau  QC K1A 0M7 CA","D1120-14-8001/B-01 Trebor Management 12 Carlyle Ave. Ottawa, ON   K1S 4Y3  D1120-14-8001/B-02 Mario Bégin 1779 Heatherstone cr. Ottawa, ON   K4A 4P3  D1120-14-8001/B-03 Point d’orgue, Coaching 51, chemin Lilsam Chelsea (Québec)   J9B 1S3",,
"Installation, removal and retro-fit emergency and safety equipment in police vehicles (M5000160781)",PW-15-00692416,M5000-160781/A,M5000160781,Active,2016-01-12,2016-01-13,JX4910 - Motor Vehicle Maintenance and Repair Shop Specialized Equipment - Repair,,Open,"Robinson, Sandra 780-670-8626 RCMP Procurement & Contracting 5th Floor, 10065 Jasper Avenue Edmonton, AB, Canada T5G 2T4",The ranking of the companies that where award a RISO are as follows:   Ranked # 1 - Whyte Communications Inc. Ranked # 2 - Mega-Tech,,
"Installation, removal and retro-fit emergency and safety equipment in police vehicles. (M5000160820)",PW-15-00692320,M5000-160820/A,M5000160820,Active,2016-01-12,2016-01-13,JX4910 - Motor Vehicle Maintenance and Repair Shop Specialized Equipment - Repair,,Open,"Robinson, Sandra 780-670-8626 5th Floor, 10065 Jasper Avenue Edmonton, Alberta Canada T5J 3B1","The ranking of the companies that where award a RISO are as follows:   Ranked # 1 - Streamline Contracting Ltd. 1401 Ottawa Street Regina, Saskatchewan S4R 8S9",,
"Installation, removal and retro-fit emergency and safety equipment in police vehicles (M5000160786)",PW-15-00692384,M5000-160786/A,M5000160786,Active,2016-01-12,2016-01-13,JX4910 - Motor Vehicle Maintenance and Repair Shop Specialized Equipment - Repair,,Open,"Robinson, Sandra 780-670-8626 RCMP Procurement & Contracting 5th Floor, 10065 Jasper Avenue Edmonton, AB, Canada T5J 3B1",The ranking of the companies that where award a RISO are as follows: Ranked # 1 - Absolute Autoguard  Ranked # 2 - Mars Hill Automotive  Ranked # 3 - Snag's Towing & Repair  Ranked # 4 - Brake Family,,
