title,reference_number,solicitation_number,contract_number,publishing_status,award_date,publication_date,gsin,contract_award_procedure,tendering_procedure,customer_info,supplier_info,currency,contract_value
SPARE PARTS FOR THE LEOPARD II (W8486-149565/003/BL),PW-$$BL-265-24174,W8486-149565/A,W8486-149565/003/BL,Active,2014-03-20,2014-03-21,"N2510 - Vehicular Cab, Body and Frame Structural Components",Lowest/Lower Bid,,DEPARTMENT OF NATIONAL DEFENCE 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,Gentas GMBH Eulenthaler StraBe 51491 Overath Eulenthal Germany,EUR,595.12
ADP Software (23240-140694/001/EE),PW-$$EE-027-27356,23240-140694,23240-140694/001/EE,Active,2014-03-20,2014-03-21,N7030 - ADP Software,Exclusive Rights,,NATURAL RESOURCES CANADA 4TH FL 580 BOOTH ST OTTAWA ON K1A0E4 CAN,REACTION DESIGN INC 5930 Cornerstone Court West Suite 230 San Diego California 92121 United States,USD,27500.00
Information Products (08324-130454/001/PI),PW-$$PI-013-64892,08324-130454,08324-130454/001/PI,Active,2014-03-20,2014-03-21,D317E - Information Products,Exclusive Rights,,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE, DEPARTMENT OF LB PEARSON BLDG TWR D2 125 SUSSEX DR. OTTAWA ON K1A0G2 CAN",EBSCO INFORMATION SERVICES 10 ESTES ST IPSWICH Massachusetts 01938 United States,USD,45144.63
"Streamer, Distress Signal (W8485-142278/001/BY)",PW-$$BY-276-24294,W8485-142278/A,W8485-142278/001/BY,Active,2014-03-19,2014-03-20,N4240 - Safety and Rescue Equipment,Best Overall Proposal,,DEPARTMENT OF NATIONAL DEFENCE DGAEPM 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,Airdyne R&D Inc 200-132 MacLaurin Drive Springbank Airport Calgary Alberta T3Z3S4 Canada,USD,138584.25
Miscellaneous Communications Equipment (U3700-141894/001/QE),PW-$$QE-058-24386,U3700-141894,U3700-141894/001/QE,Active,2014-03-19,2014-03-20,N5895 - Miscellaneous Communications Equipment,Exclusive Rights,,"INDUSTRY CANADA PLACE DU PORTAGE, PHASE 1, 23RD FL. 50 VICTORIA ST Gatineau QC K1A0C9 CAN",LOGICUBE 19755 NORDHOFF PLACE CHATSWORTH California 91311 United States,USD,33196.69
"Measuring Tools, Craftsmen (W8485-142293/001/BF)",PW-$$BF-124-24380,W8485-142293,W8485-142293/001/BF,Active,2014-03-18,2014-03-19,"N5210 - Measuring Tools, Craftsmen",Exclusive Rights,,DEPARTMENT OF NATIONAL DEFENCE DGAEPM 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,FN HERSTAL S A RUE VOIE DE LIEGE 33 B-4040 HERSTAL Belgium,EUR,35427.99
ADP Software (W8484-148095/001/EE),PW-$$EE-013-27325,W8484-148095,W8484-148095/001/EE,Active,2014-03-18,2014-03-19,N7030 - ADP Software,Exclusive Rights,,DEPARTMENT OF NATIONAL DEFENCE 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,First Base Solutions Inc. 140 Renfrew Drive Suite 100 Markham Ontario L3R6B3 Canada,USD,149160.00
Information Products (W0046-140150/001/PI),PW-$$PI-010-64876,W0046-140150/A,W0046-140150/001/PI,Active,2014-03-18,2014-03-19,D317E - Information Products,Exclusive Rights,,"DEPARTMENT OF NATIONAL DEFENCE 5 SOMME AVE BLDG C36, MCNAUGHTON KINGSTON ON K7K7B4 CAN","Wiley Subscription Services, Inc. 350 Main Street Malden Massachusetts 02148 United States",USD,46700.13
ADP Software (W7707-145750/001/HAL),PW-$HAL-218-9234,W7707-145750,W7707-145750/001/HAL,Active,2014-03-18,2014-03-19,N7030 - ADP Software,Exclusive Rights,,DEPARTMENT OF NATIONAL DEFENCE P.O.BOX 1012 DARTMOUTH NS B2Y3Z7 CAN,CD-Adapco Corporate Headquarters 60 Broadhollow Road Melville New York 11747 United States,USD,71070.00
Genetic Sequencing Analyzer (01633-140463/001/WPG),PW-$WPG-108-8875,01633-140463/A,01633-140463/001/WPG,Active,2014-03-18,2014-03-19,N6640220 - PROTEIN DNA/RNA SEQUENCERS,Lowest/Lower Bid,,AGRICULTURE AND AGRI-FOOD CANADA RESEARCH STN  P.O.BOX 1000-A 18TH ST & GRANDVALLEY RD R.R.3 BRANDON MB R7A5Y3 CAN,"Illumina Canada, Inc. 5200 Illumina Way San Diego California 92122 United States",USD,76500.00
SPARES FOR VICTORIA CLASS SUBMARINE (W8482-146219/01-GRK10),PW-14-00613798,GRK(W8482-146219/000/A),W8482-146219/01-GRK10,Active,2014-03-18,2014-03-19,N2030 - Deck Machinery,,Open,"Pekrul, Sonja 261-982-5225 Mayener Strasse 87 Koblenz  ON K1A 0S5 CA Sonja.Pekrul@pwgsc.gc.ca","Central Management Catalogue Agency Ltd. Suites 1 and 2 Brindley Court, Gresley Road, Warndon Worcester, WR4 9FD United Kingdom",GBP,
Information Products (08324-130420/001/PI),PW-$$PI-010-64870,08324-130420/A,08324-130420/001/PI,Active,2014-03-17,2014-03-18,D317E - Information Products,Exclusive Rights,,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE, DEPARTMENT OF LB PEARSON BLDG TWR D2 125 SUSSEX DR. OTTAWA ON K1A0G2 CAN",ACCUITY INC. 4709 GOLD ROAD SKOKIE Illinois 60076 United States,USD,35595.00
Information Products (W8160-130063/001/PI),PW-$$PI-010-64873,W8160-130063/A,W8160-130063/001/PI,Active,2014-03-17,2014-03-18,D317E - Information Products,Exclusive Rights,,DEPARTMENT OF NATIONAL DEFENCE 215 YONGE BLVD TORONTO ON M5M3H9 CAN,STRATEGIC FORECASTING INC. 221 W. 6 TH STREET SUITE 400 AUSTIN Texas 78701 United States,USD,234270.00
Firing Valve (W7701-145755/001/BAP),PW-$BAL-002-15786,W7701-145755/A,W7701-145755/001/BAP,Active,2014-03-17,2014-03-18,"N4820CK - Valves, Hydraulic",Lowest/Lower Bid,,DEPARTMENT OF NATIONAL DEFENCE BATIMENT 65 2459 BLVD PIE XI NORD C.P.8800 VAL BELAIR QC G3J1X5 CAN,"Flodyne Controls, Inc. 48 Commerce Drive Murray Hill, Murray Hill New Jersey 07974-1142 United States",USD,65576.39
OCEANOGRAPHIC INSTRUMENTS (F5243-130313/001/HAL),PW-$HAL-405-9233,F5243-130313,F5243-130313/001/HAL,Active,2014-03-17,2014-03-18,N6655F - OCEANOGRAPHIC INSTRUMENTS,Lowest/Lower Bid,,FISHERIES AND OCEANS CANADA ST ANDREWS BIOLOGICAL STN 531 BRANDY COVE RD ST ANDREWS NB E5B2L9 CAN,"SEA-BIRD ELECTRONICS INC 13431 NE, 20th Street Bellevue Washington 98005 United States",USD,23475.00
Information Products (W0046-140146/001/PI),PW-$$PI-010-64852,W0046-140146/A,W0046-140146/001/PI,Active,2014-03-14,2014-03-17,D317E - Information Products,Exclusive Rights,,"DEPARTMENT OF NATIONAL DEFENCE 5 SOMME AVE BLDG C36, MCNAUGHTON KINGSTON ON K7K7B4 CAN",THOMSON REUTERS (SCIENTIFIC) INC Thomson Reuters (Scientific) LLC 1500 Spring Garden Street Fourth Floor Philadelphia Pennsylvania 19130 United States,USD,37360.06
Information Products (W7714-145965/001/PI),PW-$$PI-010-64854,W7714-145965/A,W7714-145965/001/PI,Active,2014-03-14,2014-03-17,D317E - Information Products,Exclusive Rights,,DEPARTMENT OF NATIONAL DEFENCE BLDG 29 RECEIVING 3701 CARLING AVE OTTAWA ON K1A0Z4 CAN,THOMSON REUTERS (SCIENTIFIC) INC Thomson Reuters (Scientific) LLC 1500 Spring Garden Street Fourth Floor Philadelphia Pennsylvania 19130 United States,USD,59862.88
Information Products (W8160-130047/001/PI),PW-$$PI-010-64860,W8160-130047/A,W8160-130047/001/PI,Active,2014-03-14,2014-03-17,D317E - Information Products,Exclusive Rights,,DEPARTMENT OF NATIONAL DEFENCE 215 YONGE BLVD TORONTO ON M5M3H9 CAN,American Psychological Association 750 First St NE Washington District of Columbia 20002-4242 Canada,USD,91636.66
Global Positioning Handheld Tracking Units (W8484-148078/001/QF),PW-$$QF-106-24342,W8484-148078/B,W8484-148078/001/QF,Active,2014-03-12,2014-03-17,"N5825 - Radio Navigation Equipment, Except Airborne",Lowest/Lower Bid,,DEPARTMENT OF NATIONAL DEFENCE 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,"Radioworld, Inc. 4335 Steeles Ave West Toronto Ontario M3N1V7 Canada",USD,131364.50
LCMR INITIAL PROVISIONING PARTS (W8486-134915/001/QF),PW-$$QF-108-24172,W8486-134915/A,W8486-134915/001/QF,Active,2014-03-14,2014-03-17,"N5985 - Antennas, Waveguides and Related Equipment",Lowest/Lower Bid,,DEPARTMENT OF NATIONAL DEFENCE 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,SRCTEC INC. 5801 EAST TAFT ROAD NORTH SYRACUSE New York 13212 United States,USD,3463051.51
ADP Software (M7594-134041/001/XL),PW-$$XL-122-27315,M7594-134041,M7594-134041/001/XL,Active,2014-03-14,2014-03-17,N7030 - ADP Software,Exclusive Rights,,ROYAL CANADIAN MOUNTED POLICE 4TH FL. 73 LEIKIN DR. M1 OTTAWA ON K1A0R2 CAN,"Autonomy, Inc 1 Market Street Spear Tower, 19th Floor San Francisco California 94015 United States",USD,359317.47
Droplet Digital PCR System (31028-134345/001/HAL),PW-$HAL-211-9201,31028-134345/B,31028-134345/001/HAL,Active,2014-03-14,2014-03-17,N6640 - Laboratory Equipment and Supplies,Exclusive Rights,,NATIONAL RESEARCH COUNCIL CANADA INST.FOR MARINE BIOSCIENCES 1411 OXFORD ST HALIFAX NS B3H3Z1 CAN,"RainDance Technologies, Inc 749 Middlesex Turnpike Billerica Massachusetts 01821 United States",USD,117500.00
"LEOPARD C2, FAMILY OF VEHICLES (FOV) - SPARE PARTS (W8486-149554/01-GRK10)",PW-13-00354910,GRK(W8486-149554/000/A),W8486-149554/01-GRK10,Active,2013-10-23,2014-03-17,"N1005 - Guns, through 30 mm, unless installed in a vehicle, aircraft, ship, N2540 - Vehicular Furniture and Accessories, N2590 - Vehicular Components, Miscellaneous, N4720 - Hose and Flexible Tubing, N5305 - Screws, N5315 - Nails, Keys and Pins, N5340 - Hardware, Commercial, N5910 - Capacitors, N5945 - Relays and Solenoids, N5961 - Semiconductor Devices and Associated Hardware, N6150 - Miscellaneous Electric Power and Distribution Equipment",,Open,"Pekrul, Sonja 261-982-5225 Mayener Strasse 87 Koblenz  ON K1A 0S5 CA Sonja.Pekrul@pwgsc.gc.ca",Global Logistics Support GmbH Pritzen – Ressener Weg 1 03229 Altdöbern Germany,EUR,
"LEOPARD C2, FAMILY OF VEHICLES (FOV) - SPARE PARTS (W8486-149554/02-GRK10)",PW-13-00354910,GRK(W8486-149554/000/A),W8486-149554/02-GRK10,Active,2013-10-23,2014-03-17,"N1005 - Guns, through 30 mm, unless installed in a vehicle, aircraft, ship, N2540 - Vehicular Furniture and Accessories, N2590 - Vehicular Components, Miscellaneous, N4720 - Hose and Flexible Tubing, N5305 - Screws, N5315 - Nails, Keys and Pins, N5340 - Hardware, Commercial, N5910 - Capacitors, N5945 - Relays and Solenoids, N5961 - Semiconductor Devices and Associated Hardware, N6150 - Miscellaneous Electric Power and Distribution Equipment",,Open,"Pekrul, Sonja 261-982-5225 Mayener Strasse 87 Koblenz  ON K1A 0S5 CA Sonja.Pekrul@pwgsc.gc.ca",ToKa Innovationen GmbH Schliekumer Straße 25 31157 Sarstedt Germany,EUR,
"LEOPARD C2, FAMILY OF VEHICLES (FOV) - SPARE PARTS (W8486-149554/03-GRK10)",PW-13-00354910,GRK(W8486-149554/000/A),W8486-149554/03-GRK10,Active,2013-10-23,2014-03-17,"N1005 - Guns, through 30 mm, unless installed in a vehicle, aircraft, ship, N2540 - Vehicular Furniture and Accessories, N2590 - Vehicular Components, Miscellaneous, N4720 - Hose and Flexible Tubing, N5305 - Screws, N5315 - Nails, Keys and Pins, N5340 - Hardware, Commercial, N5910 - Capacitors, N5945 - Relays and Solenoids, N5961 - Semiconductor Devices and Associated Hardware, N6150 - Miscellaneous Electric Power and Distribution Equipment",,Open,"Pekrul, Sonja 261-982-5225 Mayener Strasse 87 Koblenz  ON K1A 0S5 CA Sonja.Pekrul@pwgsc.gc.ca",Rheinmetall Landsysteme GmbH Betriebsstätte Unterlüß Heinrich-Erhardt Str. 2 29345 Unterlüß Gemany,EUR,
CC-115 Buffalo aircraft spares (W8485-142241/001/BY),PW-$$BY-281-24216,W8485-142241/A,W8485-142241/001/BY,Active,2014-03-13,2014-03-14,N1560 - Airframe Structural Components,Lowest/Lower Bid,,DEPARTMENT OF NATIONAL DEFENCE DGAEPM 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,Unisource Technology Inc Unisource Technology Inc. 9010 Ryan Avenue Montreal Quebec H9P2M8 Canada,USD,85550.64
ADP Software (QA001-141974/001/EE),PW-$$EE-011-27304,QA001-141974,QA001-141974/001/EE,Active,2014-03-13,2014-03-14,N7030 - ADP Software,Exclusive Rights,,OFFICE OF INFRASTRUCTURE OF CANADA 1100 - 180 KENT ST. OTTAWA ON K1P0B6 CAN,"eSpatial Inc. 2325 Dulles Corner Boulevard, Suite 500, Herndon Virginia 20171 United States",USD,26400.00
"Electrical and Electronic Assemblies, Boards, Cards and Associated Hardware (W7701-145851/001/USW)",PW-$USW-005-1208,W7701-145851,W7701-145851/001/USW,Active,2014-03-13,2014-03-14,"N5998 - Electrical and Electronic Assemblies, Boards, Cards and Associated Hardware",Exclusive Rights,,DEPARTMENT OF NATIONAL DEFENCE BATIMENT 65 2459 BLVD PIE XI NORD C.P.8800 VAL BELAIR QC G3J1X5 CAN,UNITED STATES DEPARTMENT OF THE AIR FORCE (AFSAC) 1822 VAN PATTON DRIVE WP AFB Ohio 45433 United States,USD,34378.00
Bombs (W8484-12WA07/001/BK),PW-$$BK-350-24375,W8484-12WA07/A,W8484-12WA07/001/BK,Active,2014-03-12,2014-03-13,N1325 - Bombs,Exclusive Rights,,DEPARTMENT OF NATIONAL DEFENCE 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,LOCKHEED MARTIN OVERSEAS CORPORATION 459 Kennedy Drive Archbald Pennsylvania 18403 Canada,USD,12475000.00
"Information Retrieval Services, Database (M7594-145149/001/PI)",PW-$$PI-012-64840,M7594-145149/A,M7594-145149/001/PI,Active,2014-03-12,2014-03-13,"D317B - Information Retrieval Services, Database",Exclusive Rights,,ROYAL CANADIAN MOUNTED POLICE 4TH FL. 73 LEIKIN DR. M1 OTTAWA ON K1A0R2 CAN,The Stationary Office Shop Duke Street Williams Lea Public Sector St. Crispins Norwich NR3 1PD United Kingdom,GBP,25044.30
Vacuum centrifugal casting system (31019-136461/001/VIC),PW-$VIC-211-6404,31019-136461/A,31019-136461/001/VIC,Active,2014-02-27,2014-03-13,N6640 - Laboratory Equipment and Supplies,Best Overall Proposal,,NATIONAL RESEARCH COUNCIL CANADA 3250 EAST MALL VANCOUVER BC V6T1W5 CAN,TOPCAST S.R.L SAN ZENO STRADA C 6/D 52100 AREZZO Italy,EUR,119489.20
Rheometer (01896-140364/001/WPG),PW-$WPG-102-8841,01896-140364/A,01896-140364/001/WPG,Active,2014-03-12,2014-03-13,"N6680 - Liquid and Gas Flow, Liquid Level and Mechanical Motion Measuring Instruments",Lowest/Lower Bid,,AGRICULTURE AND AGRI-FOOD CANADA CEREAL RESEARCH CENTRE 195 DAFOE RD WINNIPEG MB R3T2M9 CAN,TA Instrument Waters LLC 159 Lukens Drive New Castle Delaware 19720 United States,USD,50260.00
Video Recording and Reproduction Equipment (5Z011-140570/001/HN),PW-$$HN-329-64822,5Z011-140570/A,5Z011-140570/001/HN,Active,2014-03-11,2014-03-12,N5836 - Video Recording and Reproduction Equipment,Exclusive Rights,,LIBRARY AND ARCHIVES CANADA PLACE DE LA CITE 8TH FL. 550 DE LA CITE BLVD GATINEAU QC K1A0N4 CAN,"Front Porch Digital, Inc. 2650 Crescent Drive, Suite 201 Lafayette Colorado 80026 United States",USD,185778.00
Information Products (23572-140664/001/PI),PW-$$PI-009-64823,23572-140664/A,23572-140664/001/PI,Active,2014-03-11,2014-03-12,D317E - Information Products,Exclusive Rights,,NATURAL RESOURCES CANADA 615 BOOTH ST MAILBOX SSO-4-F - 4TH FL. OTTAWA ON K1A0E9 CAN,"AME Mineral Economics (Asia) Limited 4/F Lucky Building 39 Wellington Street Central, Hong Kong Hong Kong",USD,125000.00
Laboratory Equipment and Supplies (M7594-145328/001/PV),PW-$$PV-943-64812,M7594-145328/A,M7594-145328/001/PV,Active,2014-03-10,2014-03-11,N6640 - Laboratory Equipment and Supplies,Exclusive Rights,,ROYAL CANADIAN MOUNTED POLICE 4TH FL. 73 LEIKIN DR. M1 OTTAWA ON K1A0R2 CAN,IMMUNALYSIS CORPORATION 829 TOWNE CENTER DRIVE POMONA California 91767 United States,USD,30750.00
STEADY STATE ENVIRONMENTAL CHAMBERS (31030-132376/001/PV),PW-$$PV-940-63942,31030-132376/A,31030-132376/001/PV,Active,2014-03-07,2014-03-10,N6636 - Environmental Chambers and Related Equipment,Lowest/Lower Bid,,NATIONAL RESEARCH COUNCIL CANADA 800 COLLIP CIRCLE LONDON ON N6G4X8 CAN,SPX Corporation P.O. Box 150 White Deer Pennsylvania 17887 United States,USD,94914.34
ANALYZERS (01586-130670/001/CAL),PW-$CAL-123-6218,01586-130670/A,01586-130670/001/CAL,Active,2014-03-07,2014-03-10,N6630A - ANALYZERS,Interchangeable Parts,,AGRICULTURE AND AGRI-FOOD CANADA 5403-1 AVE S. P.O.BOX 3000 MAIN LETHBRIDGE AB T1J4B1 CAN,"GILES SCIENTIFIC INC. PO BOX 4306 SANTA BARBARA, CALIFORNIA CA 93140 USA SANTA BARBARA California 93140 United States",USD,37700.00
Laboratory Equipment and Supplies (F2905-130103/001/TOR),PW-$TOR-201-6563,F2905-130103/A,F2905-130103/001/TOR,Active,2014-03-06,2014-03-07,N6640 - Laboratory Equipment and Supplies,Exclusive Rights,,FISHERIES AND OCEANS CANADA 867 LAKESHORE BLVD P.O.BOX 5050 BURLINGTON ON L7R4A6 CAN,"Hydroacoustic Technology, Incorporated 715 NE Northlake Way Seattle Washington 98105-6429 United States",USD,48210.00
CONSUMPTION POINT VENDING MACHINE (W0102-145008/001/HAL),PW-$HAL-309-9212,W0102-145008/B,W0102-145008/001/HAL,Active,2014-03-04,2014-03-05,N3550 - Vending and Coin Operated Machines,Low Dollar Value,,DEPARTMENT OF NATIONAL DEFENCE 14 WING GREENWOOD STN MAIN P.O.BOX 5000 GREENWOOD NS B0P1N0 CAN,DoALL Canada 10 Meridian Road Rexdale Ontario M9W4Z8 Canada,USD,65434.00
ADP Software (05005-130659/001/EE),PW-$$EE-011-27248,05005-130659,05005-130659/001/EE,Active,2014-03-01,2014-03-04,N7030 - ADP Software,Exclusive Rights,,OFFICE OF THE CHIEF ELECTORAL OFFICER 30 VICTORIA STREET GATINEAU QC K1A0M6 CAN,ESEA 891 Campbell Ave Los Altos California 94024 United States,USD,30000.00
Dietary Fibre Analyzer (5K003-140742/001/EDM),PW-$EDM-305-10127,5K003-140742/A,5K003-140742/001/EDM,Active,2014-02-28,2014-03-04,N6630A - ANALYZERS,Only One Response to Bid Solicitation,,CANADIAN GRAIN COMMISSION GRAIN RESEARCH LAB 1404-303 MAIN ST WINNIPEG MB R3C3G8 CAN,Ankom Technology 2052 O'Neil Rd. Macedon New York 14502 United States,USD,38219.50
Digital PCR System (6D059-132861/001/MTA),PW-$MTA-350-12567,6D059-132861/B,6D059-132861/001/MTA,Active,2014-03-03,2014-03-04,N6640 - Laboratory Equipment and Supplies,Lowest/Lower Bid,,PUBLIC HEALTH AGENCY OF CANADA 110 STONE RD GUELPH ON N1G3W4 CAN,"RainDance Technologies, Inc 749 Middlesex Turnpike Billerica Massachusetts 01821 United States",USD,127500.00
INSPEC Database (W8160-130035/001/PI),PW-$TOR-009-6543,W8160-130035/A,W8160-130035/001/PI,Active,2014-03-03,2014-03-04,D317E - Information Products,Lowest/Lower Bid,,DEPARTMENT OF NATIONAL DEFENCE 215 YONGE BLVD TORONTO ON M5M3H9 CAN,EBSCO Canada Ltd 110 Copper Creek Drive Suite 305 Markham Ontario L6B0P9 Canada,USD,91635.00
QUANTUM CASCADE LASER (23145-140605/001/VIC),PW-$VIC-211-6427,23145-140605/A,23145-140605/001/VIC,Active,2014-02-21,2014-03-04,N6640 - Laboratory Equipment and Supplies,Interchangeable Parts,,NATURAL RESOURCES CANADA 506 WEST BURNSIDE RD VICTORIA BC V8Z1M5 CAN,"DAYLIGHT SOLUTIONS, INC. 15378 AVENUE OF SCIENCE SUITE 200 SAN DIEGO California 92128 United States",USD,43000.00
BOIMIC V3 Microbiology System (6D063-132984/001/WPG),PW-$WPG-211-8872,6D063-132984/A,6D063-132984/001/WPG,Active,2014-03-03,2014-03-04,N6630A - ANALYZERS,Exclusive Rights,,PUBLIC HEALTH AGENCY OF CANADA 1015 ARLINGTON ST WINNIPEG MB R3E3P6 CAN,Giles Scientific Inc P.O. Box 4306 7 North Nopal Street Santa Barbara California 93140 United States,USD,39900.00
Conveyor x-ray scanner and monitor (B8107-140480/001/PV),PW-$$PV-939-64421,B8107-140480/A,B8107-140480/001/PV,Active,2014-02-28,2014-03-03,N6665 - Hazard-Detecting Instruments and Apparatus,Lowest/Lower Bid,,CITIZENSHIP AND IMMIGRATION CANADA PORTAGE IV 12TH FL. 140 PROMENADE DU PORTAGE HULL QC K1A1L1 CAN,Rapiscan Systems 2805 Columbia Street Torrance California 90503 United States,USD,74407.80
BENCHTOP X-RAY FLUORESCENCE UNIT (23240-140220/001/PV),PW-$$PV-941-64236,23240-140220/A,23240-140220/001/PV,Active,2014-02-28,2014-03-03,"N6525 - Imaging Equipment and Supplies: Medical, Dental, Veterinary",Lowest/Lower Bid,,NATURAL RESOURCES CANADA 4TH FL 580 BOOTH ST OTTAWA ON K1A0E4 CAN,Gamble Technologies Limited 6535 Millcreek Drive Unit #71 Mississauga Ontario L5N2M2 Canada,USD,197008.72
ADP Software (47060-148569/001/XL),PW-$$XL-119-27240,47060-148569,47060-148569/001/XL,Active,2014-02-28,2014-03-03,N7030 - ADP Software,Exclusive Rights,,CANADA BORDER SERVICES AGENCY 7TH FLOOR 473 ALBERT ST OTTAWA ON K1A0L8 CAN,Embarcadero Technologies Inc. 100 California Street 12th Floor San Francisco California 94111 United States,USD,43067.00
"THERMAL ANALYSIS SYSTEMS, INCLUDES THERMOGRAVIMETRIC ANALYSER   (TGA) - DIFFERENTIAL THERMAL ANALYSER (DTA) - THERMO MECHANICAL ANALYSER (TMA) - DIFFENENTIAL SCANNING CALORIMETER (DSC) (23295-140294/001/CAL)",PW-$CAL-125-6212,23295-140294/A,23295-140294/001/CAL,Active,2014-02-27,2014-03-03,"N6630RB - THERMAL ANALYSIS SYSTEMS, INCLUDES THERMOGRAVIMETRIC ANALYSER (TGA) - DIFFERENTIAL THERMAL ANALYSER (DTA) - THERMO MECHANICAL ANALYSER (TMA) - DIFFENENTIAL SCANNING CALORIMETER (DSC)",Exclusive Rights,,NATURAL RESOURCES CANADA STE A202 1 OIL PATCH DR. DEVON AB T9G1A8 CAN,TA Instrument Waters LLC 159 Lukens Drive New Castle Delaware 19720 United States,USD,49391.00
Horizontal SPR Imaging System (31970-132380/001/EDM),PW-$EDM-017-10117,31970-132380/A,31970-132380/001/EDM,Active,2014-02-27,2014-03-03,N6650F - IMAGE ANALYSIS SYSTEMS,Government Objectives Representing Best Interests/Value to Govt,,NATIONAL RESEARCH COUNCIL CANADA ECERF UNIVER.ALTA W6010 6TH FL. 9107-116TH ST EDMONTON AB T6G2V4 CAN,"GWC Technologies Inc Suite 175B, 505 South Rosa Rd Madison Wisconsin 53719 United States",USD,51000.00
Genome Sequencer System (W0114-145087/001/KIN),PW-$KIN-655-6257,W0114-145087/A,W0114-145087/001/KIN,Active,2014-02-28,2014-03-03,N6640220 - PROTEIN DNA/RNA SEQUENCERS,Lowest/Lower Bid,,DEPARTMENT OF NATIONAL DEFENCE ILS RCVG 5 SOMME AVE KINGSTON ON K7K7B4 CAN,"Illumina Canada, Inc. 5200 Illumina Way San Diego California 92122 United States",USD,140539.40
ADP Software (23145-140573/001/VIC),PW-$VIC-250-6445,23145-140573,23145-140573/001/VIC,Active,2014-02-28,2014-03-03,N7030 - ADP Software,Government Objectives Representing Best Interests/Value to Govt,,NATURAL RESOURCES CANADA 506 WEST BURNSIDE RD VICTORIA BC V8Z1M5 CAN,Hilgers Technisches Buero Hauptstrasse 82 Koenigswinter 53639 Germany,EUR,32857.00
"LEOPARD C2, FAMILY OF VEHICLES (FOV) - SPARE PARTS (W8486-149939/02-GRK10)",PW-13-00494053,GRK(W8486-149939/000/A),W8486-149939/02-GRK10,Active,2013-11-20,2014-03-03,"N1005 - Guns, through 30 mm, unless installed in a vehicle, aircraft, ship, N2510 - Vehicular Cab, Body and Frame Structural Components, N2540 - Vehicular Furniture and Accessories, N3120 - Bearings, Plain, Unmounted, N4320 - Power and Hand Pumps, N4710 - Pipe, Tube and Rigid Tubing, N4720 - Hose and Flexible Tubing, N4730 - Hose, Pipe, Tube, Lubrication, and Railing Fittings, N5120 - Hand Tools, Nonedged, Nonpowered, N5340 - Hardware, Commercial, N5365 - Bushings, Rings, Shims and Spacers, N5930 - Switches, N5961 - Semiconductor Devices and Associated Hardware, N5998 - Electrical and Electronic Assemblies, Boards, Cards and Associated Hardware, N6150 - Miscellaneous Electric Power and Distribution Equipment, N6220 - Electric Vehicular Lights and Fixtures",,Open,"Pekrul, Sonja 261-982-5225 Mayener Strasse 87 Koblenz  ON K1A 0S5 CA Sonja.Pekrul@pwgsc.gc.ca",Paar Logistik GmbH Stadtplatz 28 86551 Aichach Germany,EUR,
